TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
1,60,05:50,9.18,-0.79,29.96,42.43,380.18,1.0,1.0,1.0,-0.25,1155.72
1,60,06:00,9.12,-1.12,29.87,42.45,376.29,1.0,1.0,1.0,-0.27,1204.35
1,60,06:10,8.07,0.39,29.63,42.43,366.4,1.0,1.0,1.0,-0.24,874.62
1,60,06:20,8.51,1.09,29.64,42.36,375.05,1.0,1.0,1.0,-0.22,1035.53
1,60,06:30,8.68,-3.21,29.47,42.22,371.37,1.0,1.0,1.0,-0.25,1021.47
1,60,06:40,11.47,-1.78,29.52,42.07,352.73,1.03,1.03,1.03,-0.21,1488.05
1,60,06:50,12.58,-5.74,29.5,41.37,356.42,1.07,1.07,1.07,-0.22,1551.17
1,60,07:00,13.28,-6.68,29.1,40.76,356.45,1.09,1.09,1.09,-0.21,1550.55
1,60,07:10,12.18,-5.88,28.79,40.47,356.45,1.07,1.07,1.07,-0.2,1550.01
1,60,07:20,12.58,-4.5,28.79,40.32,356.45,1.08,1.08,1.08,-0.16,1549.87
1,60,07:30,11.81,-2.67,28.8,40.45,356.45,1.07,1.07,1.07,-0.24,1549.47
1,60,07:40,11.81,-1.9,28.91,40.7,356.45,1.06,1.06,1.06,-0.2,1549.35
1,60,07:50,10.74,-1.08,29.05,40.97,356.45,1.03,1.03,1.03,-0.23,1517.47
1,60,08:00,10.18,-0.01,29.24,41.42,356.45,1.01,1.01,1.01,-0.22,1453.77
1,60,08:10,10.52,1.8,29.47,41.86,356.45,1.03,1.03,1.03,-0.22,1466.25
1,60,08:20,10.88,2.26,29.71,42.02,356.45,1.03,1.03,1.03,-0.25,1507.65
1,60,08:30,11.46,3.85,29.94,42.14,356.45,1.04,1.04,1.04,-0.28,1532.25
1,60,08:40,10.94,3.92,30.21,42.34,356.45,1.02,1.02,1.02,-0.24,1521.62
1,60,08:50,9.89,3.73,30.52,42.72,358.07,1.0,1.0,1.0,-0.23,1376.88
1,60,09:00,9.51,-0.75,30.83,43.12,364.13,1.0,1.0,1.0,-0.25,1325.21
1,60,09:10,9.5,2.27,31.09,43.52,366.05,1.0,1.0,1.0,-0.2,1306.81
1,60,09:20,9.38,-3.11,31.39,43.74,374.02,1.0,1.0,1.0,-0.22,1304.38
1,60,09:30,9.06,-0.6,31.65,43.95,371.2,1.0,1.0,1.0,-0.24,1189.68
1,60,09:40,8.04,0.01,31.96,44.37,372.83,1.0,1.0,1.0,-0.17,961.35
1,60,09:50,8.11,0.82,32.31,44.69,384.05,1.0,1.0,1.0,-0.33,939.76
1,60,10:00,8.62,-0.2,32.58,44.91,392.63,1.0,1.0,1.0,-0.23,1062.14
1,60,10:10,9.31,1.6,32.71,44.84,401.31,1.0,1.0,1.0,-0.2,1182.08
1,60,10:20,8.68,-0.89,32.87,44.86,400.56,1.0,1.0,1.0,-0.25,1041.2
1,60,10:30,9.78,1.55,33.08,44.98,397.41,1.01,1.01,1.01,-0.24,1256.86
1,60,10:40,9.37,0.34,33.21,44.96,403.2,1.01,1.01,1.01,-0.32,1204.99
1,60,10:50,9.75,-0.02,33.37,45.08,400.79,1.01,1.01,1.01,-0.18,1290.66
1,60,11:00,8.74,-0.68,33.56,45.28,399.36,1.0,1.0,1.0,-0.22,1116.05
1,60,11:10,9.8,-0.72,33.91,45.58,398.33,1.01,1.01,1.01,-0.23,1289.27
1,60,11:20,10.57,3.12,34.09,45.76,408.59,1.02,1.02,1.02,-0.23,1426.06
1,60,11:30,10.14,-0.03,34.31,45.78,402.59,1.02,1.02,1.02,-0.25,1318.23
1,60,11:40,10.56,-0.79,34.5,45.8,402.76,1.02,1.02,1.02,-0.17,1326.16
1,60,11:50,9.67,1.83,34.68,45.95,403.65,1.02,1.02,1.02,-0.21,1215.14
1,60,12:00,10.21,-1.53,34.83,46.14,412.14,1.01,1.01,1.01,-0.3,1336.53
1,60,12:10,9.78,0.02,34.98,46.36,413.28,1.01,1.01,1.01,-0.31,1241.64
1,60,12:20,11.07,-1.53,35.19,46.57,419.37,1.03,1.03,1.03,-0.25,1443.24
1,60,12:30,10.19,0.45,35.32,46.68,414.42,1.01,1.01,1.01,-0.18,1281.94
1,60,12:40,9.48,2.34,35.53,46.8,418.28,1.01,1.01,1.01,-0.22,1187.32
1,60,12:50,9.67,-0.44,35.68,46.89,416.1,1.01,1.01,1.01,-0.25,1279.14
1,60,13:00,9.19,-0.35,36.12,47.4,415.65,1.0,1.0,1.0,-0.22,1189.2
1,60,13:10,9.41,0.13,36.27,47.69,414.58,1.01,1.01,1.01,-0.19,1184.78
1,60,13:20,9.09,2.94,36.43,47.84,423.62,1.01,1.01,1.01,-0.2,1129.21
1,60,13:30,9.65,-2.17,36.61,48.09,422.29,1.02,1.02,1.02,-0.26,1246.62
1,60,13:40,8.51,1.7,36.75,48.29,397.29,1.0,1.0,1.0,-0.16,1017.41
1,60,13:50,9.98,-6.49,36.87,48.44,420.97,1.0,1.0,1.0,-0.28,1256.84
1,60,14:00,9.03,3.53,36.96,48.47,404.92,1.01,1.01,1.01,-0.26,1109.82
1,60,14:10,9.17,-1.75,37.2,48.6,425.61,1.01,1.01,1.01,-0.23,1089.74
1,60,14:20,9.73,0.48,37.35,48.78,415.71,1.01,1.01,1.01,-0.11,1263.54
1,60,14:30,9.31,2.49,37.39,48.76,417.11,1.0,1.0,1.0,-0.2,1153.97
1,60,14:40,8.94,-4.6,37.48,48.69,426.98,1.0,1.0,1.0,-0.29,1044.39
1,60,14:50,8.44,-0.26,37.73,48.92,400.38,1.01,1.01,1.01,-0.18,972.66
1,60,15:00,9.21,2.54,37.6,48.98,413.84,1.01,1.01,1.01,-0.23,1081.34
1,60,15:10,7.44,0.92,37.57,48.87,400.26,1.0,1.0,1.0,-0.27,779.6
1,60,15:20,8.56,-0.01,37.95,49.18,421.77,1.0,1.0,1.0,-0.12,987.03
1,60,15:30,8.62,3.29,38.04,49.27,416.92,1.0,1.0,1.0,-0.31,1061.76
1,60,15:40,8.88,-3.08,37.87,49.16,418.39,1.01,1.01,1.01,-0.23,1061.19
1,60,15:50,8.07,0.06,37.95,49.31,407.48,1.0,1.0,1.0,-0.19,924.45
1,60,16:00,7.03,3.16,38.24,49.5,428.62,1.0,1.0,1.0,-0.23,711.12
1,60,16:10,7.82,-3.53,38.36,49.55,434.46,1.0,1.0,1.0,-0.22,851.0
1,60,16:20,5.12,-1.05,38.48,49.56,420.31,0.99,0.99,0.99,-0.24,389.3
1,60,16:30,8.02,-1.46,38.29,49.67,438.55,1.0,1.0,1.0,-0.22,860.16
1,60,16:40,7.08,3.56,38.28,49.38,408.43,1.0,1.0,1.0,-0.23,719.53
1,60,16:50,7.25,1.51,38.34,49.25,445.22,1.0,1.0,1.0,-0.29,778.71
1,60,17:00,7.41,-1.2,38.22,49.12,447.02,1.0,1.0,1.0,-0.28,775.7
1,60,17:10,7.98,1.06,38.21,49.12,445.87,1.0,1.0,1.0,-0.23,921.76
1,60,17:20,7.34,0.51,38.29,49.15,455.72,1.0,1.0,1.0,-0.27,781.27
1,60,17:30,7.37,0.46,38.4,49.16,450.42,1.0,1.0,1.0,-0.26,729.95
1,60,17:40,6.79,0.48,38.36,49.07,454.52,1.0,1.0,1.0,-0.22,653.17
1,60,17:50,6.98,-0.87,38.26,49.04,457.76,1.0,1.0,1.0,-0.26,707.79
1,60,18:00,6.01,-0.71,38.22,48.98,447.87,0.99,0.99,0.99,-0.2,496.31
1,60,18:10,5.75,0.57,38.43,49.01,459.65,0.99,0.99,0.99,-0.25,437.85
1,60,18:20,13.08,43.79,38.49,49.13,461.97,1.38,1.38,1.38,-0.2,364.63
1,60,18:50,14.86,4.24,35.15,48.57,214.39,1.49,1.48,1.49,-0.17,730.67
1,60,19:00,15.31,0.49,32.92,44.72,222.79,1.14,1.14,1.14,-0.2,1550.49
1,60,19:10,15.35,-4.33,32.26,42.65,222.79,1.13,1.13,1.13,-0.23,1549.59
1,60,19:20,13.61,-5.18,32.34,42.24,218.76,1.83,1.77,1.83,-0.19,124.37
1,61,10:00,1.23,-48.8,25.56,33.8,221.58,1.9,1.0,1.9,0.0,0.0
1,61,10:10,1.3,-38.15,25.55,33.78,221.58,1.9,1.0,1.9,0.0,0.0
1,61,10:20,1.49,-46.37,25.69,33.8,221.58,1.9,1.0,1.9,0.0,0.0
1,61,10:30,1.29,-41.87,25.82,33.9,221.58,1.9,1.0,1.9,0.0,0.0
1,61,10:40,1.68,-41.13,26.01,33.98,221.58,1.9,1.0,1.9,0.0,0.0
1,61,10:50,1.61,-38.3,26.22,33.99,221.58,1.9,1.0,1.9,0.0,0.0
1,61,11:00,1.5,-20.45,26.37,34.08,221.58,1.9,1.0,1.9,0.0,0.0
1,61,11:10,1.52,-12.56,26.5,34.2,221.58,1.9,1.0,1.9,0.0,0.0
1,61,11:20,1.09,-2.77,26.61,34.21,221.58,1.9,1.0,1.9,0.0,0.0
1,61,11:30,1.64,-21.15,26.79,34.38,221.58,1.9,1.0,1.9,0.0,0.0
1,61,11:40,1.92,-27.54,27.06,34.56,221.58,1.9,1.0,1.9,0.0,0.0
1,61,12:00,2.2,-19.87,27.79,35.0,221.57,1.0,1.0,1.9,0.0,0.0
1,61,12:10,1.74,-13.1,27.98,35.23,221.58,1.0,1.0,1.9,0.0,0.0
1,61,12:20,1.92,-21.28,28.24,35.52,221.58,1.0,1.0,1.9,0.0,0.0
1,61,12:30,1.85,-22.36,28.52,35.81,221.58,1.0,1.0,1.9,0.0,0.0
1,61,12:40,1.95,-24.33,28.84,36.13,221.58,1.0,1.0,1.9,0.0,0.0
1,61,12:50,1.89,-12.24,29.2,36.59,221.58,1.0,1.0,1.9,0.0,0.0
1,61,20:50,1.84,19.09,33.25,39.8,221.58,1.0,1.0,1.9,0.0,0.0
1,61,21:00,1.68,-6.55,33.1,39.79,221.58,1.0,1.0,1.9,0.0,0.0
1,61,21:10,1.74,-15.96,33.09,39.79,221.58,1.0,1.0,1.9,0.0,0.0
1,61,21:20,1.39,-14.79,33.06,39.65,221.58,1.0,1.0,1.9,0.0,0.0
1,61,21:30,1.23,-4.23,32.99,39.59,221.58,1.0,1.0,1.9,0.0,0.0
1,61,21:40,1.32,-23.1,32.85,39.53,221.58,1.0,1.0,1.9,0.0,0.0
1,61,21:50,1.41,-51.41,32.79,39.4,221.58,1.0,1.0,1.9,0.0,0.0
1,61,22:00,1.77,-54.86,32.7,39.12,221.57,1.0,1.0,1.9,0.0,0.0
1,61,22:10,1.59,-51.43,32.6,39.09,221.58,1.0,1.0,1.9,0.0,0.0
1,61,22:20,1.53,-55.26,32.49,39.08,221.58,1.0,1.0,1.9,0.0,0.0
1,61,22:30,1.39,-58.91,32.34,38.99,221.58,1.0,1.0,1.9,0.0,0.0
1,61,22:40,1.4,-65.14,32.29,38.99,221.58,1.0,1.0,1.9,0.0,0.0
1,61,22:50,1.58,-77.66,32.22,38.99,221.58,1.0,1.0,1.9,0.0,0.0
1,61,23:00,1.5,-83.17,32.05,38.98,221.58,1.0,1.0,1.9,0.0,0.0
1,61,23:10,1.19,-92.73,31.96,38.8,221.58,1.0,1.0,1.9,0.0,0.0
1,61,23:20,1.34,-97.35,31.9,38.77,221.58,1.0,1.0,1.9,0.0,0.0
1,61,23:30,1.34,-98.01,31.81,38.7,221.58,1.0,1.0,1.9,0.0,0.0
1,61,23:40,1.38,-102.8,31.7,38.7,221.58,1.0,1.0,1.9,0.0,0.0
1,61,23:50,1.82,-103.8,31.63,38.55,221.58,1.0,1.0,1.9,0.0,0.0
1,62,00:10,1.66,-98.35,31.35,38.4,221.58,1.0,1.0,1.9,0.0,0.0
1,62,00:20,1.72,-99.27,31.16,38.29,221.58,1.0,1.0,1.9,0.0,0.0
1,62,00:30,2.21,-109.96,31.09,38.19,221.58,1.0,1.0,1.9,0.0,0.0
1,62,00:40,2.19,-108.21,31.01,38.09,221.58,1.0,1.0,1.9,0.0,0.0
1,62,00:50,2.47,-114.31,30.99,38.0,221.58,1.0,1.0,1.9,0.0,0.0
1,62,01:00,2.2,-123.45,30.92,37.82,221.58,1.0,1.0,1.9,0.0,0.0
1,62,01:10,2.41,-117.61,30.79,37.7,221.58,1.0,1.0,1.9,0.0,0.0
1,62,01:20,2.31,-122.41,30.63,37.64,221.58,1.0,1.0,1.9,0.0,0.0
1,62,15:50,2.36,-129.45,36.09,41.85,221.58,1.0,1.0,1.9,0.0,0.0
1,62,16:10,1.98,-35.22,36.47,41.45,221.58,1.0,1.0,1.9,0.0,0.0
1,62,16:50,1.99,-76.29,32.1,35.31,221.58,1.0,1.89,1.89,0.0,0.0
1,62,17:00,1.98,-108.54,37.31,40.52,221.59,1.0,1.85,1.9,0.0,0.0
1,62,17:20,2.31,-91.51,37.59,40.7,221.67,1.83,1.83,1.83,0.0,0.0
1,62,17:30,2.43,-109.11,37.53,41.23,221.67,1.9,1.9,1.9,0.0,0.0
1,62,17:40,1.49,-103.87,37.4,41.84,221.67,1.9,1.9,1.9,0.0,0.0
1,62,17:50,1.86,-107.29,37.4,42.13,221.67,1.9,1.9,1.9,0.0,0.0
1,62,18:10,1.28,-106.12,37.4,42.36,221.67,1.9,1.9,1.9,0.0,0.0
1,62,18:20,1.2,-92.0,37.4,42.41,221.67,1.9,1.9,1.9,0.0,0.0
1,62,18:40,2.05,-66.04,37.4,42.49,125.32,1.9,1.9,1.9,0.0,0.0
1,62,18:50,1.84,-34.43,37.35,42.49,100.16,1.9,1.9,1.9,0.0,0.0
1,62,19:00,0.92,0.75,37.29,42.49,100.16,1.9,1.9,1.9,0.0,0.0
1,62,19:10,1.51,-15.34,37.29,42.49,100.16,1.9,1.9,1.9,0.0,0.0
1,62,19:20,2.35,-20.35,37.29,42.49,100.16,1.9,1.9,1.9,0.0,0.0
1,62,19:30,1.44,-27.9,37.11,42.46,100.16,1.9,1.9,1.9,0.0,0.0
1,62,19:40,1.38,-23.13,36.99,42.38,100.16,1.9,1.9,1.9,0.0,0.0
1,62,19:50,1.55,-17.51,36.86,42.2,100.16,1.9,1.9,1.9,0.0,0.0
1,62,20:00,2.11,5.27,36.8,42.12,100.16,1.9,1.9,1.9,0.0,0.0
1,62,20:10,1.92,-4.53,36.7,42.06,100.16,1.9,1.9,1.9,0.0,0.0
1,62,20:20,2.31,-1.26,36.52,41.89,100.16,1.9,1.9,1.9,0.0,0.0
1,62,20:30,2.17,6.56,36.43,41.79,100.16,1.9,1.9,1.9,0.0,0.0
1,62,20:40,1.52,-3.69,36.27,41.69,100.16,1.9,1.9,1.9,0.0,0.0
1,62,20:50,1.24,-8.11,36.14,41.57,100.16,1.9,1.9,1.9,0.0,0.0
1,62,21:00,1.59,-14.76,36.0,41.49,100.16,1.9,1.9,1.9,0.0,0.0
1,62,21:10,1.63,-27.28,35.82,41.39,100.16,1.9,1.9,1.9,0.0,0.0
1,62,21:20,1.4,-31.97,35.65,41.29,100.16,1.9,1.9,1.9,0.0,0.0
1,62,21:30,1.67,-41.33,35.5,41.22,100.16,1.9,1.9,1.9,0.0,0.0
1,62,21:40,2.16,-42.78,35.34,41.11,100.16,1.9,1.9,1.9,0.0,0.0
1,62,21:50,3.3,-25.25,35.16,40.91,78.34,1.75,1.75,1.75,0.15,1.56
1,62,22:00,3.14,2.57,34.99,39.97,60.27,0.99,0.99,0.99,-0.24,86.32
1,62,22:10,2.95,4.35,34.99,39.13,60.27,0.99,0.99,0.99,-0.24,70.69
1,62,22:20,2.88,5.35,34.99,39.38,60.27,0.99,0.99,0.99,-0.26,71.79
1,62,22:30,3.18,-2.69,34.99,39.89,60.27,0.99,0.99,0.99,-0.22,97.84
1,62,22:40,3.12,-5.96,34.99,40.43,60.27,0.99,0.99,0.99,-0.24,103.88
1,62,22:50,4.06,0.84,34.92,40.94,54.14,0.99,0.99,0.99,-0.23,178.03
1,62,23:00,4.16,-1.01,34.36,40.53,60.33,0.99,0.99,0.99,-0.23,187.15
1,62,23:10,4.75,-1.89,33.92,40.02,60.33,0.99,0.99,0.99,-0.25,249.87
1,62,23:20,5.34,-3.55,33.66,39.9,58.05,0.99,0.99,0.99,-0.25,327.7
1,62,23:30,6.71,-2.06,33.48,40.03,52.74,1.0,1.0,1.0,-0.26,530.83
1,62,23:40,6.07,0.93,33.41,40.15,56.94,1.0,1.0,1.0,-0.28,458.69
1,62,23:50,5.71,0.57,33.38,40.36,58.61,0.99,0.99,0.99,-0.26,420.7
1,63,00:00,6.06,2.88,33.29,40.57,60.36,0.99,0.99,0.99,-0.24,467.31
1,63,00:10,6.34,-0.26,33.19,40.74,60.32,1.0,1.0,1.0,-0.27,514.74
1,63,00:20,6.61,-2.09,32.88,40.79,52.83,1.0,1.0,1.0,-0.24,558.05
1,63,00:30,6.64,-0.67,32.74,40.9,52.8,1.0,1.0,1.0,-0.25,549.89
1,63,00:40,6.42,-2.61,32.56,40.93,52.8,1.0,1.0,1.0,-0.28,494.03
1,63,00:50,6.09,2.05,32.51,41.01,52.8,1.0,1.0,1.0,-0.22,477.81
1,63,01:00,5.8,3.03,32.51,41.14,52.8,0.99,0.99,0.99,-0.25,440.18
1,63,01:10,5.97,-1.8,32.4,41.2,52.8,0.99,0.99,0.99,-0.26,444.44
1,63,01:20,6.28,-5.6,32.25,41.2,52.8,1.0,1.0,1.0,-0.3,474.35
1,63,01:30,6.67,-3.73,32.16,41.2,42.67,1.0,1.0,1.0,-0.28,507.31
1,63,01:40,6.2,-0.46,32.01,41.09,34.26,1.0,1.0,1.0,-0.28,459.34
1,63,01:50,6.42,-0.4,31.99,40.99,37.59,1.0,1.0,1.0,-0.26,502.76
1,63,02:00,6.33,-0.29,31.94,40.99,37.59,1.0,1.0,1.0,-0.23,496.87
1,63,02:10,6.48,-3.37,31.87,41.02,37.59,1.0,1.0,1.0,-0.26,512.48
1,63,02:20,6.19,-2.62,31.76,41.0,36.23,1.0,1.0,1.0,-0.26,478.73
1,63,02:30,6.37,4.02,31.7,40.99,31.96,1.0,1.0,1.0,-0.29,507.52
1,63,02:40,6.93,-0.88,31.75,41.02,37.62,1.0,1.0,1.0,-0.25,597.57
1,63,02:50,7.26,-2.26,31.71,41.03,37.62,1.0,1.0,1.0,-0.27,652.13
1,63,03:00,7.45,-4.42,31.74,41.07,37.62,1.0,1.0,1.0,-0.26,688.7
1,63,03:10,7.71,-3.96,31.79,41.18,37.62,1.0,1.0,1.0,-0.26,747.96
1,63,03:20,7.53,-4.57,31.84,41.27,37.62,1.0,1.0,1.0,-0.25,727.75
1,63,03:30,7.71,-5.36,31.89,41.47,37.62,1.0,1.0,1.0,-0.23,760.48
1,63,03:40,7.51,-4.29,31.89,41.59,34.73,1.0,1.0,1.0,-0.26,708.27
1,63,03:50,6.98,-2.14,31.9,41.8,30.0,1.0,1.0,1.0,-0.28,617.4
1,63,04:00,6.9,-2.69,31.84,41.91,30.0,1.0,1.0,1.0,-0.25,606.32
1,63,04:10,7.02,-0.86,31.84,42.03,30.0,1.0,1.0,1.0,-0.28,635.94
1,63,04:20,7.27,-2.11,31.77,42.01,30.0,1.0,1.0,1.0,-0.28,665.02
1,63,04:30,7.31,-3.52,31.67,41.9,28.57,1.0,1.0,1.0,-0.27,670.37
1,63,04:40,7.43,1.15,31.51,41.84,22.4,1.0,1.0,1.0,-0.26,725.07
1,63,04:50,7.44,2.59,31.4,41.77,25.69,1.0,1.0,1.0,-0.23,734.35
1,63,05:00,7.58,-2.75,31.39,41.69,29.96,1.0,1.0,1.0,-0.25,759.36
1,63,05:10,7.87,-2.68,31.29,41.71,29.96,1.0,1.0,1.0,-0.23,828.16
1,63,05:20,7.87,-0.47,31.29,41.75,29.96,1.0,1.0,1.0,-0.22,838.6
1,63,05:30,8.06,2.77,31.29,41.89,29.96,1.0,1.0,1.0,-0.16,899.33
1,63,05:40,8.45,4.82,31.29,41.9,29.96,1.0,1.0,1.0,-0.19,1005.6
1,63,05:50,9.29,-2.85,31.29,41.82,36.43,1.0,1.0,1.0,-0.31,1218.79
1,63,06:00,9.32,2.25,31.29,41.87,30.8,1.0,1.0,1.0,-0.2,1201.1
1,63,06:10,9.86,-1.9,31.22,41.9,29.96,1.0,1.0,1.0,-0.21,1291.71
1,63,06:20,10.43,-4.09,31.05,41.9,28.45,1.0,1.0,1.0,-0.24,1389.8
1,63,06:30,10.59,-0.76,30.92,41.9,22.37,1.0,1.0,1.0,-0.32,1426.07
1,63,06:40,10.19,-0.7,30.73,41.96,22.37,1.0,1.0,1.0,-0.2,1388.87
1,63,06:50,10.23,4.65,30.59,42.09,22.37,1.0,1.0,1.0,-0.27,1356.19
1,63,07:00,9.38,-2.34,30.45,42.05,29.05,1.0,1.0,1.0,-0.23,1242.04
1,63,07:10,9.68,-2.13,30.3,42.19,29.99,1.0,1.0,1.0,-0.26,1322.6
1,63,07:20,9.24,-1.02,30.37,42.39,30.03,1.0,1.0,1.0,-0.17,1210.48
1,63,07:30,8.82,0.69,30.42,42.41,36.1,1.0,1.0,1.0,-0.29,1110.22
1,63,07:40,7.49,0.76,30.56,42.55,41.44,1.0,1.0,1.0,-0.17,828.18
1,63,07:50,7.47,2.4,30.49,42.7,39.54,1.0,1.0,1.0,-0.24,812.42
1,63,08:00,8.23,-2.5,30.57,42.85,45.32,1.0,1.0,1.0,-0.22,991.7
1,63,08:10,7.1,-0.08,30.63,42.86,45.35,1.0,1.0,1.0,-0.23,692.2
1,63,08:20,6.84,1.86,30.75,42.97,45.35,1.0,1.0,1.0,-0.23,670.08
1,63,08:30,7.02,-0.53,30.94,43.0,51.99,1.0,1.0,1.0,-0.28,693.26
1,63,08:40,6.87,-1.38,31.03,42.98,51.13,1.0,1.0,1.0,-0.31,668.31
1,63,08:50,7.11,1.17,31.17,42.96,49.34,1.0,1.0,1.0,-0.26,709.85
1,63,09:00,6.77,1.71,31.32,42.9,52.18,1.0,1.0,1.0,-0.26,653.05
1,63,09:10,6.99,-0.44,31.46,42.8,60.78,1.0,1.0,1.0,-0.28,703.0
1,63,09:20,6.82,1.73,31.61,42.9,62.1,1.0,1.0,1.0,-0.26,663.25
1,63,09:30,6.65,-0.38,31.73,42.9,66.46,1.0,1.0,1.0,-0.27,585.2
1,63,09:40,6.82,-0.22,31.94,42.99,64.08,1.0,1.0,1.0,-0.28,604.17
1,63,09:50,6.42,0.08,32.16,43.0,59.51,1.0,1.0,1.0,-0.3,587.15
1,63,10:00,6.26,0.13,32.42,43.16,60.87,1.0,1.0,1.0,-0.25,527.85
1,63,10:10,5.83,1.08,32.77,43.12,63.02,0.99,0.99,0.99,-0.29,446.51
1,63,10:20,5.9,2.32,33.15,43.34,58.38,0.99,0.99,0.99,-0.27,469.65
1,63,10:30,6.59,-1.67,33.41,43.57,77.3,1.0,1.0,1.0,-0.24,555.84
1,63,10:40,6.08,-0.19,33.61,43.59,79.35,0.99,0.99,0.99,-0.31,483.32
1,63,10:50,5.75,0.67,33.88,43.66,75.57,0.99,0.99,0.99,-0.26,437.97
1,63,11:00,5.7,-1.15,34.14,43.84,79.88,0.99,0.99,0.99,-0.24,414.05
1,63,11:10,5.77,-1.24,34.46,44.03,74.76,0.99,0.99,0.99,-0.28,440.11
1,63,11:20,5.3,0.37,34.69,44.12,65.21,0.99,0.99,0.99,-0.26,371.08
1,63,11:30,5.13,2.06,34.89,44.19,75.49,0.99,0.99,0.99,-0.28,312.28
1,63,11:40,5.32,-0.22,35.06,44.31,84.53,0.99,0.99,0.99,-0.28,358.52
1,63,11:50,5.07,0.07,35.18,44.45,83.64,0.99,0.99,0.99,-0.24,321.09
1,63,12:00,4.78,1.87,35.28,44.4,100.07,0.99,0.99,0.99,-0.21,297.53
1,63,12:10,4.19,-0.14,35.29,44.31,92.04,0.99,0.99,0.99,-0.24,228.86
1,63,12:20,3.97,4.42,35.36,44.43,89.63,0.99,0.99,0.99,-0.28,193.6
1,63,12:30,4.29,-0.56,35.52,44.55,105.39,0.99,0.99,0.99,-0.26,219.72
1,63,12:40,3.77,0.25,35.66,44.57,103.23,0.99,0.99,0.99,-0.24,172.49
1,63,12:50,3.65,1.01,35.83,44.67,100.74,0.99,0.99,0.99,-0.24,169.21
1,63,13:00,3.7,-0.63,35.99,44.75,105.61,0.99,0.99,0.99,-0.24,182.41
1,63,13:10,3.27,2.83,36.22,44.8,100.32,0.99,0.99,0.99,-0.22,131.04
1,63,13:20,3.73,-6.19,36.46,44.98,101.0,0.99,0.99,0.99,-0.23,167.85
1,63,13:30,3.11,7.0,36.58,45.16,103.79,0.99,0.99,0.99,-0.22,102.51
1,63,13:40,4.06,-0.13,36.57,45.3,141.04,0.99,0.99,0.99,-0.24,174.44
1,63,13:50,4.38,2.77,36.46,45.17,147.81,0.99,0.99,0.99,-0.26,241.95
1,63,14:00,4.61,-3.93,36.17,44.87,166.0,0.99,0.99,0.99,-0.22,261.62
1,63,14:10,2.33,-1.3,36.09,44.67,159.53,0.99,0.99,0.99,-0.25,66.67
1,63,14:20,2.01,-7.39,36.16,44.87,139.33,1.0,1.0,1.0,-0.22,34.82
1,63,16:30,2.32,-2.61,39.08,48.49,145.43,1.16,1.16,1.16,-0.07,10.3
1,63,16:40,1.95,7.2,38.74,47.36,167.55,1.0,1.0,1.0,-0.03,26.54
1,63,16:50,2.38,5.88,38.06,46.17,191.11,1.0,1.0,1.0,-0.03,69.34
1,63,17:00,3.33,-2.85,37.71,45.43,198.39,0.99,0.99,0.99,-0.26,120.55
1,63,17:10,2.04,2.67,37.52,45.05,198.39,0.99,0.99,0.99,-0.23,43.61
1,63,17:20,2.43,-2.28,37.4,45.15,181.07,0.99,0.99,0.99,-0.29,54.76
1,63,17:30,2.6,5.87,37.31,45.2,206.71,0.99,0.99,0.99,-0.25,74.62
1,63,17:40,2.9,-2.26,37.09,45.06,221.99,0.99,0.99,0.99,-0.24,86.75
1,63,17:50,4.79,1.08,36.88,44.93,199.07,0.99,0.99,0.99,-0.28,296.31
1,63,18:00,4.68,2.44,36.58,44.61,206.09,0.99,0.99,0.99,-0.23,270.1
1,63,18:10,4.12,-2.7,36.41,44.28,211.39,0.99,0.99,0.99,-0.27,203.08
1,63,18:20,5.14,0.38,36.21,44.3,202.37,0.99,0.99,0.99,-0.25,332.69
1,63,18:30,4.84,0.89,36.07,44.07,195.92,0.99,0.99,0.99,-0.25,273.95
1,63,18:40,4.05,2.87,36.0,43.85,201.52,0.99,0.99,0.99,-0.23,186.14
1,63,18:50,3.7,-0.02,35.99,43.87,200.63,0.99,0.99,0.99,-0.23,158.23
1,63,19:00,3.83,-2.94,35.99,43.97,193.41,0.99,0.99,0.99,-0.25,163.96
1,63,19:10,3.57,-0.15,35.99,43.93,185.92,0.99,0.99,0.99,-0.24,147.15
1,63,19:20,3.5,1.73,35.99,43.9,186.22,0.99,0.99,0.99,-0.26,136.36
1,63,19:30,4.31,-0.35,35.91,43.86,182.11,0.99,0.99,0.99,-0.26,210.18
1,63,19:40,3.91,3.64,35.79,43.64,184.95,0.99,0.99,0.99,-0.24,165.57
1,63,19:50,3.92,-3.76,35.79,43.61,191.2,0.99,0.99,0.99,-0.27,157.15
1,63,20:00,4.06,0.96,35.74,43.59,183.93,0.99,0.99,0.99,-0.27,195.73
1,63,20:10,3.73,-2.11,35.7,43.53,189.14,0.99,0.99,0.99,-0.24,155.0
1,63,20:20,3.24,-1.08,35.6,43.51,187.52,0.99,0.99,0.99,-0.25,112.37
1,63,20:30,3.09,3.58,35.57,43.49,192.45,0.99,0.99,0.99,-0.23,102.89
1,63,20:40,2.9,4.42,35.49,43.49,200.86,0.99,0.99,0.99,-0.28,95.47
1,63,20:50,2.23,8.5,35.4,43.5,209.63,0.99,0.99,0.99,-0.25,56.8
